id,x,y
429,516.000,151.333
430,523.667,152.000
431,143.600,155.000
432,149.000,152.333
433,320.000,153.000
434,422.333,154.000
435,443.200,153.600
436,558.333,153.333
437,309.667,155.000
438,339.750,155.500
439,399.000,155.750
440,178.000,156.750
441,314.000,156.667
442,7.333,158.333
443,12.500,159.500
444,127.375,160.125
445,186.000,159.000
446,217.500,159.250
447,321.200,160.200
448,420.000,159.000
449,450.000,158.000
450,487.333,158.667
451,550.333,159.000
452,607.000,159.250
453,621.000,158.000
454,143.333,162.000
455,152.000,161.333
456,241.250,161.500
457,307.400,160.800
458,351.000,161.667
459,388.333,162.000
460,424.500,161.000
461,497.000,161.000
462,511.667,161.000
463,537.750,160.750
464,170.667,163.000
465,614.000,163.000
466,24.500,165.500
467,128.667,165.000
468,166.333,165.667
469,227.500,166.000
470,234.333,165.667
471,349.200,164.400
472,393.250,165.500
473,14.800,167.600
474,64.000,167.000
475,76.000,167.333
476,397.400,168.000
477,475.000,166.667
478,593.250,168.000
479,18.000,169.000
480,82.500,170.500
481,510.667,170.000
482,534.000,169.000
483,38.500,172.500
484,73.333,171.000
485,139.667,171.333
486,328.000,172.200
487,476.333,171.000
488,421.600,172.800
489,461.667,173.000
490,629.333,172.500
491,26.667,175.000
492,520.000,176.000
493,534.667,176.000
494,577.667,176.000
495,57.000,176.333
496,298.667,176.667
497,430.250,178.250
498,557.250,176.500
499,566.333,177.000
500,55.000,178.750
501,64.250,180.500
502,250.667,179.000
503,256.750,179.000
504,403.000,179.667
505,617.400,180.200
506,28.000,181.000
507,82.500,181.500
508,204.000,180.333
509,221.750,181.250
510,233.333,181.000
511,392.000,181.667
512,627.333,181.000
513,96.250,182.750
514,169.333,184.000
515,309.333,182.333
516,435.429,185.000
517,471.667,184.000
518,527.667,183.667
519,105.000,185.333
520,133.333,185.000
521,160.000,184.667
522,176.250,186.500
523,216.000,186.000
524,301.000,185.667
525,315.286,186.071
526,506.000,184.750
527,512.750,185.750
528,612.333,186.000
529,101.000,187.667
530,114.333,187.000
531,224.667,186.333
532,385.250,187.750
533,476.333,188.000
534,596.333,187.000
535,90.000,189.000
536,293.000,189.667
537,296.800,190.200
538,401.000,189.333
539,69.000,191.250
540,79.000,190.667
541,165.000,191.667
542,495.333,190.333
543,511.000,192.000
544,542.333,190.667
545,111.250,192.750
546,278.000,192.667
547,333.400,194.800
548,393.667,192.667
549,586.500,194.000
550,621.000,193.667
551,29.000,196.500
552,134.667,196.000
553,143.667,195.000
554,216.000,196.286
555,284.667,195.333
556,313.500,194.750
557,320.000,194.667
558,421.333,195.667
559,606.500,196.500
560,64.333,196.667
561,185.000,196.500
562,580.333,196.667
563,585.600,197.000
564,134.500,199.500
565,315.667,199.000
566,616.667,198.667
567,198.333,200.333
568,279.333,201.667
569,466.857,202.000
570,89.000,205.400
571,98.000,204.333
572,161.500,205.500
573,311.400,205.400
574,324.333,204.667
575,359.667,205.000
576,413.333,204.667
577,421.000,205.000
578,535.333,204.667
579,72.000,206.667
580,105.000,206.333
581,135.250,208.500
582,242.750,208.250
583,264.333,207.000
584,439.000,207.333
585,531.667,207.333
586,18.667,209.000
587,139.500,209.500
588,183.000,209.000
589,374.333,210.000
590,427.400,210.000
591,463.000,208.667
592,544.667,209.667
593,8.000,210.333
594,34.333,211.667
595,40.333,211.000
596,126.000,210.000
597,192.667,212.000
598,450.000,211.000
599,76.500,213.000
600,108.000,214.500
601,181.333,214.000
602,386.667,214.000
603,442.800,214.800
604,500.500,212.667
605,518.000,213.800
606,21.000,214.667
607,101.000,215.667
608,118.667,215.000
609,237.300,217.600
610,275.000,214.333
611,311.000,216.500
612,330.000,214.667
613,361.133,216.200
614,404.250,215.000
615,212.000,216.000
616,345.333,218.000
617,470.333,216.667
618,598.000,218.000
619,635.667,216.667
620,6.750,218.250
621,295.750,220.000
622,439.333,219.167
623,452.000,219.333
624,536.000,220.667
625,1.400,222.000
626,12.000,221.333
627,81.667,221.000
628,94.333,222.000
629,183.333,221.000
630,319.667,220.667
631,602.333,220.333
632,69.000,222.667
633,202.333,222.833
634,370.333,222.667
635,540.000,223.000
636,69.429,227.000
637,109.833,225.667
638,254.000,225.667
639,278.000,224.333
640,307.000,226.000
641,319.667,226.000
642,378.278,226.778
643,494.000,226.000
644,616.800,227.000
645,150.500,226.750
646,163.500,228.500
647,168.000,226.333
648,226.667,228.000
649,287.000,227.500
650,300.000,226.667
651,330.750,228.500
652,395.200,227.000
653,404.333,227.000
654,430.667,227.000
655,134.333,229.000
656,145.667,232.533
657,185.000,229.000
658,251.000,230.000
659,382.250,229.750
660,92.000,231.667
661,180.000,230.333
662,409.667,231.000
663,81.333,233.000
664,156.250,232.500
665,164.000,234.000
666,270.667,233.000
667,355.000,233.000
668,403.333,234.500
669,125.667,234.667
670,131.000,235.667
671,299.333,236.000
672,357.000,235.333
673,394.400,236.733
674,607.000,235.000
675,625.333,236.000
676,39.500,239.250
677,136.000,238.000
678,337.667,237.000
679,368.333,236.667
680,443.143,238.714
681,568.000,238.000
682,222.333,239.000
683,490.750,239.000
684,617.250,238.750
685,90.800,242.400
686,332.500,242.000
687,395.667,242.000
688,451.750,242.500
689,464.000,241.333
690,481.333,241.000
691,492.500,242.250
692,108.667,243.667
693,460.333,243.000
694,471.000,243.000
695,485.250,243.750
696,149.000,245.333
697,251.333,245.000
698,482.750,244.750
699,141.250,248.500
700,452.000,247.000
701,557.000,247.667
702,572.333,247.667
703,133.000,250.000
704,185.000,249.000
705,229.333,248.333
706,262.333,249.667
707,375.000,249.667
708,440.000,249.000
709,563.667,250.000
710,606.667,249.333
711,6.667,252.000
712,65.167,252.500
713,136.667,250.333
714,326.667,250.333
715,439.333,252.000
716,103.333,254.000
717,118.000,252.333
718,137.500,253.250
719,176.500,253.500
720,220.000,253.000
721,238.800,254.800
722,331.000,252.000
723,421.600,252.600
724,527.333,252.667
725,16.333,255.000
726,69.000,254.667
727,149.500,254.750
728,157.000,255.333
729,248.400,255.000
730,270.000,255.000
731,482.500,255.750
732,581.667,255.000
733,617.667,255.000
734,638.750,256.500
735,12.250,257.500
736,87.000,257.000
737,198.333,257.000
738,318.000,258.000
739,342.333,257.000
740,440.250,257.500
741,494.333,256.667
742,522.333,258.000
743,539.500,257.500
744,333.000,259.667
745,468.000,259.750
746,489.000,260.000
747,632.200,260.000
748,146.500,261.750
749,185.500,261.500
750,534.250,260.750
751,17.667,263.000
752,54.000,263.333
753,98.500,264.500
754,190.000,263.333
755,226.500,264.500
756,297.500,263.500
757,540.000,263.333
758,87.600,265.800
759,118.000,265.667
760,149.200,266.400
761,161.000,264.250
762,244.000,265.667
763,387.000,264.333
764,81.333,266.333
765,145.000,266.333
766,375.000,267.000
767,169.333,269.667
768,233.667,270.000
769,250.667,268.333
770,263.800,271.000
771,276.000,270.000
772,486.000,270.000
773,598.667,268.333
774,51.333,271.000
775,131.133,275.489
776,200.000,271.000
777,298.333,271.000
778,302.000,271.333
779,362.500,271.000
780,549.250,271.750
781,598.789,274.947
782,106.000,272.667
783,150.333,274.000
784,153.333,274.000
785,196.667,272.667
786,310.000,272.333
787,313.000,273.333
788,372.667,273.000
789,389.000,274.500
790,571.000,273.333
791,637.250,273.000
792,251.800,276.400
793,430.500,274.500
794,526.455,276.909
795,92.667,276.333
796,196.000,278.000
797,343.333,278.000
798,366.667,276.667
799,372.000,277.333
800,393.000,277.667
801,415.500,277.500
802,49.000,279.667
803,117.667,280.000
804,400.667,278.333
805,405.000,278.667
806,58.667,282.000
807,180.333,281.667
808,199.667,281.000
809,203.000,282.600
810,228.500,281.500
811,378.667,281.667
812,500.333,281.333
813,547.667,282.000
814,613.000,281.667
815,136.250,282.750
816,206.667,284.000
817,542.333,283.667
818,40.333,284.333
819,141.667,284.333
820,273.333,286.000
821,316.667,285.667
822,379.250,284.500
823,418.333,286.000
824,421.333,285.000
825,21.167,288.500
826,55.333,287.000
827,101.250,288.500
828,461.500,287.250
829,518.000,288.000
830,609.333,286.667
831,142.000,288.333
832,194.833,290.333
833,413.333,289.667
834,538.250,289.000
835,573.333,288.333
836,588.286,290.571
837,635.000,290.500
838,24.333,291.333
839,160.857,292.857
840,200.333,291.667
841,477.000,291.333
842,561.500,292.500
843,48.500,292.250
844,131.000,292.667
845,145.833,293.667
846,256.000,293.667
847,483.000,293.667
848,517.667,293.667
849,546.667,294.667
850,580.600,293.200
851,49.000,296.000
852,54.333,295.000
853,170.250,296.500
854,174.400,296.000
855,187.333,295.000
856,294.500,295.250
857,377.800,294.400
858,396.000,295.667
859,429.333,294.333
860,530.250,294.250
861,181.250,298.500
862,253.000,297.000
863,260.333,297.667
864,448.667,298.000
865,11.667,299.667
866,524.333,298.667
867,598.333,299.667
868,51.667,302.000
869,114.500,302.500
870,211.000,300.667
871,421.200,300.800
872,569.000,301.333
873,8.000,302.333
874,144.250,304.500
875,153.750,303.750
876,412.667,304.000
877,426.667,303.667
878,1.000,305.000
879,5.000,306.000
880,478.667,305.000
881,500.833,306.500
882,599.667,305.667
883,608.667,305.667
884,29.333,307.333
885,39.200,308.200
886,176.667,308.000
887,180.333,307.000
888,231.833,307.333
889,200.000,308.750
890,209.667,310.333
891,230.250,310.500
892,253.333,310.333
893,344.200,311.600
894,457.000,310.333
895,595.000,312.000
896,30.333,313.000
897,174.000,313.333
898,446.000,313.000
899,520.000,314.000
900,608.667,313.667
901,56.667,316.000
902,126.667,315.333
903,162.667,314.667
904,281.333,316.000
905,375.667,316.000
906,378.333,316.000
907,391.667,315.000
908,415.333,315.333
909,464.333,315.000
910,2.000,317.000
911,177.667,317.000
912,372.667,316.667
913,444.400,318.000
914,517.300,319.350
915,569.333,318.000
916,122.500,319.500
917,126.000,319.667
918,280.286,320.000
919,302.000,319.000
920,349.500,320.500
921,436.500,319.750
922,452.833,320.833
923,511.000,318.000
924,538.333,319.000
925,602.000,320.000
926,17.333,320.667
927,110.250,321.250
928,192.000,320.333
929,211.333,320.333
930,377.667,322.000
931,558.000,320.000
932,565.000,320.600
933,577.200,321.200
934,20.667,323.000
935,203.750,322.750
936,234.400,324.200
937,432.333,323.667
938,6.667,325.000
939,18.000,325.667
940,52.750,324.750
941,308.500,325.500
942,556.500,326.500
943,565.667,325.333
944,619.667,325.333
945,146.375,327.500
946,463.333,326.667
947,489.500,326.250
948,536.000,328.000
949,26.667,328.667
950,67.000,329.333
951,94.333,329.667
952,125.400,329.600
953,170.000,328.667
954,254.000,329.333
955,298.667,328.667
956,341.000,330.000
957,393.667,330.000
958,593.667,329.333
959,602.250,328.750
960,229.200,331.400
961,545.000,331.333
962,170.000,333.667
963,259.750,334.500
964,262.333,332.667
965,276.667,333.667
966,608.000,333.000
967,627.333,332.667
968,78.000,334.000
969,100.000,334.667
970,182.400,336.000
971,338.750,335.000
972,360.000,334.333
973,623.000,334.333
974,29.333,337.000
975,128.000,338.000
976,355.000,338.000
977,401.333,338.000
978,406.000,337.667
979,465.250,337.250
980,508.000,336.333
981,612.333,336.333
982,351.000,338.667
983,371.333,339.333
984,422.500,338.750
985,29.000,342.400
986,84.667,342.000
987,87.667,341.333
988,118.500,342.500
989,300.667,342.000
990,346.667,341.000
991,469.000,340.000
992,615.500,341.000
993,21.000,344.000
994,64.667,343.667
995,104.667,343.000
996,531.667,343.667
997,611.333,343.000
998,234.000,345.000
999,286.667,345.000
1000,317.333,344.667
1001,70.800,348.000
1002,164.600,347.200
1003,284.667,347.333
1004,310.500,347.500
1005,316.000,347.000
1006,524.333,347.667
1007,533.000,347.750
1008,588.000,348.000
1009,36.667,348.333
1010,48.333,348.333
1011,88.667,349.000
1012,130.333,349.667
1013,342.000,350.500
1014,369.500,349.250
1015,430.333,348.333
1016,628.333,349.000
1017,53.750,350.750
1018,78.000,351.667
1019,117.500,351.500
1020,235.333,351.667
1021,335.667,352.000
1022,389.500,352.333
1023,419.333,351.667
1024,518.000,350.667
1025,568.000,351.333
1026,46.000,352.667
1027,67.250,354.500
1028,93.000,353.000
1029,379.333,353.333
1030,406.250,353.750
1031,129.000,355.000
1032,376.000,354.333
1033,487.000,354.333
1034,491.000,355.000
1035,536.750,355.000
1036,624.750,355.750
1037,635.333,355.667
1038,248.667,358.000
1039,257.000,358.000
1040,279.000,356.750
1041,327.500,358.500
1042,352.250,358.500
1043,388.400,357.800
1044,542.250,358.750
1045,570.000,356.667
1046,172.000,360.000
1047,609.600,359.000
1048,10.333,362.000
1049,133.000,361.000
1050,203.000,362.000
1051,554.000,360.000
1052,333.667,362.667
1053,377.000,363.200
1054,394.000,362.667
1055,243.000,364.333
1056,400.000,364.333
1057,545.800,366.400
1058,189.000,367.667
1059,233.235,367.765
1060,70.833,370.833
1061,339.333,368.333
1062,400.000,369.333
1063,528.333,369.333
1064,533.750,368.250
1065,62.500,371.000
1066,223.917,371.500
1067,406.500,371.833
1068,507.667,371.000
1069,58.000,373.000
1070,89.667,372.667
1071,162.000,373.333
1072,230.667,374.000
1073,427.000,374.000
1074,434.000,372.667
1075,489.333,373.667
1076,566.000,374.000
1077,599.000,373.000
1078,604.667,373.333
1079,634.000,372.333
1080,22.667,374.667
1081,144.667,376.000
1082,178.667,376.000
1083,189.571,376.143
1084,298.400,375.200
1085,512.500,376.250
1086,563.667,374.333
1087,52.000,378.600
1088,75.667,377.667
1089,149.000,377.750
1090,260.000,377.750
1091,363.000,377.333
1092,128.667,379.667
1093,181.667,380.000
1094,296.667,380.000
1095,87.500,382.000
1096,145.333,381.333
1097,151.667,381.000
1098,341.000,381.000
1099,394.000,380.333
1100,490.500,381.000
1101,579.333,382.000
1102,68.500,383.500
1103,450.333,384.000
1104,511.667,382.333
1105,568.250,382.500
1106,633.000,383.400
1107,85.333,386.000
1108,92.500,385.500
1109,359.000,385.200
1110,498.333,386.000
1111,585.000,384.333
1112,439.000,386.333
1113,492.500,388.250
1114,531.429,387.857
1115,188.333,389.000
1116,228.000,388.333
1117,327.333,389.000
1118,411.333,390.000
1119,22.333,390.333
1120,58.000,391.667
1121,72.000,390.333
1122,360.000,390.333
1123,421.000,390.333
1124,459.333,392.000
1125,483.000,390.333
1126,517.000,391.333
1127,555.600,391.200
1128,52.000,393.000
1129,63.250,394.000
1130,67.750,392.750
1131,360.500,394.500
1132,379.750,393.750
1133,440.000,393.000
1134,448.500,393.250
1135,491.000,393.750
1136,505.600,394.800
1137,221.333,395.333
1138,248.333,395.667
1139,307.500,396.500
1140,405.000,395.333
1141,423.667,394.333
1142,561.750,394.500
1143,588.000,394.667
1144,629.000,395.000
1145,108.000,396.667
1146,172.200,398.800
1147,323.000,397.667
1148,357.000,398.000
1149,396.333,398.000
1150,433.000,396.333
1151,496.667,396.333
1152,574.500,397.500
1153,29.000,400.000
1154,94.500,398.250
1155,135.500,399.300
1156,209.333,398.333
1157,217.667,398.333
1158,331.000,400.167
1159,440.500,400.250
1160,474.000,399.333
1161,524.000,398.667
1162,256.667,401.333
1163,495.200,401.800
1164,25.250,403.000
1165,145.000,403.000
1166,173.500,404.000
1167,317.200,404.400
1168,328.000,404.000
1169,401.750,403.000
1170,466.800,403.800
1171,256.000,405.800
1172,481.222,410.333
1173,530.333,406.000
1174,143.000,407.000
1175,279.000,408.250
1176,292.250,407.250
1177,324.000,408.000
1178,362.000,408.250
1179,489.667,407.167
1180,534.000,407.333
1181,22.458,412.042
1182,104.000,409.200
1183,258.750,410.500
1184,304.000,408.333
1185,374.000,409.000
1186,378.667,411.200
1187,416.000,409.333
1188,552.750,408.500
1189,261.800,412.600
1190,443.333,411.000
1191,492.333,411.333
1192,499.000,412.500
1193,537.500,411.250
1194,557.667,410.333
1195,67.857,415.571
1196,369.000,412.000
1197,509.200,413.200
1198,137.333,414.333
1199,14.333,417.667
1200,90.667,416.667
1201,174.000,416.000
1202,491.000,418.000
1203,631.500,417.000
1204,50.000,419.000
1205,102.667,419.000
1206,174.000,418.667
1207,239.000,419.000
1208,320.333,419.333
1209,332.500,418.750
1210,372.667,419.333
1211,482.333,418.333
1212,41.500,421.750
1213,49.000,422.000
1214,91.500,421.750
1215,266.400,421.800
1216,544.500,421.750
1217,580.000,420.750
1218,277.000,423.000
1219,371.500,423.000
1220,442.750,423.500
1221,486.333,424.000
1222,30.500,425.000
1223,86.667,426.000
1224,152.000,424.667
1225,262.000,425.000
1226,284.667,425.000
1227,471.000,424.333
1228,499.000,425.333
1229,589.000,424.000
1230,623.000,424.333
1231,20.333,426.333
1232,280.000,426.667
1233,467.333,427.000
1234,600.000,427.000
1235,534.667,429.333
1236,544.000,429.333
1237,555.333,429.333
1238,625.250,430.500
1239,20.000,431.333
1240,93.000,431.667
1241,266.333,432.000
1242,568.000,431.667
1243,617.250,431.500
1244,183.667,433.667
1245,239.333,434.000
1246,330.000,433.333
1247,390.750,432.750
1248,473.333,433.000
1249,484.000,432.667
1250,60.667,436.000
1251,173.667,436.000
1252,418.000,436.167
1253,432.000,435.667
1254,438.750,435.250
1255,570.667,435.000
1256,589.333,434.333
1257,621.500,435.500
1258,29.667,437.000
1259,57.333,438.000
1260,87.667,437.000
1261,298.667,436.667
1262,330.500,437.500
1263,342.000,437.000
1264,385.000,436.333
1265,527.750,438.500
1266,85.500,439.000
1267,162.000,439.667
1268,450.333,439.333
1269,62.000,441.000
1270,78.750,442.000
1271,197.250,441.000
1272,221.000,441.333
1273,238.500,441.500
1274,316.000,441.667
1275,515.000,440.333
1276,593.667,440.667
1277,86.000,443.000
1278,460.333,443.000
1279,558.750,443.250
1280,51.000,445.333
1281,156.667,446.000
1282,226.000,445.333
1283,498.333,444.333
1284,568.000,446.000
1285,396.250,448.250
1286,446.500,448.500
1287,514.250,448.000
1288,10.167,449.333
1289,455.000,448.667
1290,36.000,450.667
1291,287.667,451.667
1292,504.000,452.000
1293,30.250,454.500
1294,142.000,452.000
1295,241.667,454.000
1296,628.000,453.250
1297,132.000,455.200
1298,250.000,455.000
1299,383.000,456.000
1300,516.000,455.000
1301,106.667,457.333
1302,212.000,457.000
1303,296.333,457.000
1304,388.000,457.667
1305,605.000,456.000
1306,73.000,459.000
1307,91.333,459.000
1308,138.000,458.333
1309,155.000,459.667
1310,173.000,458.667
1311,179.667,458.667
1312,421.750,460.250
1313,530.000,460.000
1314,43.000,460.667
1315,48.250,462.000
1316,290.400,462.400
1317,541.667,462.000
1318,547.000,462.000
1319,553.750,461.500
1320,218.000,464.000
1321,242.000,463.000
1322,299.000,462.000
1323,436.750,465.250
1324,466.000,465.000
1325,571.000,466.000
1326,15.333,467.667
1327,126.923,467.692
1328,533.000,466.750
1329,614.333,467.000
1330,143.167,469.500
1331,378.000,469.600
1332,412.667,470.000
1333,483.667,468.333
1334,94.333,471.000
1335,311.333,471.667
1336,575.571,471.000
1337,16.333,473.333
1338,84.000,473.667
1339,137.667,473.667
1340,165.667,473.000
1341,198.333,474.000
1342,230.500,474.500
1343,290.600,473.600
1344,403.333,473.000
1345,541.333,474.000
1346,547.333,474.000
1347,557.200,473.000
1348,585.667,472.667
1349,634.667,474.000
1350,95.667,475.667
1351,181.000,476.000
1352,187.400,476.600
1353,260.000,474.600
1354,373.000,474.250
1355,453.667,475.000
1356,56.000,478.000
1357,151.000,476.667
1358,162.667,477.333
1359,423.667,478.000
